Typology,Code Disease,Preferred term,Prevalence Type,Prevalence Value
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Prevalence at birth,N/A
Clinical group,557,Non-syndromic anorectal malformation,Point prevalence,N/A
Disease,111,Barth syndrome,Point prevalence,N/A
Disease,111,Barth syndrome,Prevalence at birth,N/A
Disease,111,Barth syndrome,Prevalence at birth,N/A
Disease,111,Barth syndrome,Prevalence at birth,N/A
Malformation syndrome,10,"48,XXYY syndrome",Prevalence at birth,N/A
Malformation syndrome,10,"48,XXYY syndrome",Point prevalence,N/A
Malformation syndrome,1308,C syndrome,Point prevalence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Point prevalence,N/A
Disease,150,Nasopharyngeal carcinoma,Point prevalence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Disease,150,Nasopharyngeal carcinoma,Annual incidence,N/A
Malformation syndrome,3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Cases/families,N/A
Malformation syndrome,3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Point prevalence,N/A
Malformation syndrome,2058,Fryns-Smeets-Thiry syndrome,Cases/families,N/A
Malformation syndrome,2058,Fryns-Smeets-Thiry syndrome,Point prevalence,N/A
Malformation syndrome,2538,Microgastria-limb reduction defect syndrome,Cases/families,N/A
Malformation syndrome,2538,Microgastria-limb reduction defect syndrome,Point prevalence,N/A
Malformation syndrome,1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,Cases/families,N/A
Malformation syndrome,1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,Point prevalence,N/A
Malformation syndrome,1437,Ring chromosome 1 syndrome,Cases/families,N/A
Malformation syndrome,1437,Ring chromosome 1 syndrome,Point prevalence,N/A
Malformation syndrome,2015,Cleft palate-short stature-vertebral anomalies syndrome,Cases/families,N/A
Malformation syndrome,2015,Cleft palate-short stature-vertebral anomalies syndrome,Point prevalence,N/A
Malformation syndrome,1447,Ring chromosome 4 syndrome,Cases/families,N/A
Malformation syndrome,1447,Ring chromosome 4 syndrome,Point prevalence,N/A
Malformation syndrome,2898,X-linked intellectual disability-plagiocephaly syndrome,Cases/families,N/A
Malformation syndrome,2898,X-linked intellectual disability-plagiocephaly syndrome,Point prevalence,N/A
Malformation syndrome,1439,Ring chromosome 12 syndrome,Cases/families,N/A
Malformation syndrome,1439,Ring chromosome 12 syndrome,Point prevalence,N/A
Malformation syndrome,1423,Lethal recessive chondrodysplasia,Cases/families,N/A
Malformation syndrome,1423,Lethal recessive chondrodysplasia,Point prevalence,N/A
Malformation syndrome,3306,Inverted duplicated chromosome 15 syndrome,Prevalence at birth,N/A
Malformation syndrome,3306,Inverted duplicated chromosome 15 syndrome,Point prevalence,N/A
Malformation syndrome,3375,Trisomy X syndrome,Point prevalence,N/A
Malformation syndrome,3310,Tetrasomy 9p syndrome,Cases/families,N/A
Malformation syndrome,3310,Tetrasomy 9p syndrome,Point prevalence,N/A
Disease,3000,Familial peripheral male-limited precocious puberty,Point prevalence,N/A
Malformation syndrome,1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Cases/families,N/A
Malformation syndrome,1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Point prevalence,N/A
Malformation syndrome,1708,Mosaic trisomy 16 syndrome,Point prevalence,N/A
Malformation syndrome,1708,Mosaic trisomy 16 syndrome,Cases/families,N/A
Clinical group,208650,NLRP3-associated autoinflammatory disease,Point prevalence,N/A
Malformation syndrome,3376,Triploidy syndrome,Prevalence at birth,N/A
Malformation syndrome,3376,Triploidy syndrome,Point prevalence,N/A
Disease,208513,Spinocerebellar ataxia type 29,Cases/families,N/A
Disease,208513,Spinocerebellar ataxia type 29,Point prevalence,N/A
Malformation syndrome,1698,Mosaic trisomy 12 syndrome,Point prevalence,N/A
Malformation syndrome,3051,Nicolaides-Baraitser syndrome,Cases/families,N/A
Malformation syndrome,3051,Nicolaides-Baraitser syndrome,Point prevalence,N/A
Malformation syndrome,916,Aase-Smith syndrome,Cases/families,N/A
Malformation syndrome,916,Aase-Smith syndrome,Point prevalence,N/A
Malformation syndrome,1768,Familial caudal dysgenesis,Point prevalence,N/A
Malformation syndrome,1768,Familial caudal dysgenesis,Cases/families,N/A
Malformation syndrome,1445,Ring chromosome 21 syndrome,Point prevalence,N/A
Malformation syndrome,7,3C syndrome,Cases/families,N/A
Malformation syndrome,7,3C syndrome,Point prevalence,N/A
Morphological anomaly,931,Isolated acheiropodia,Point prevalence,N/A
Morphological anomaly,931,Isolated acheiropodia,Prevalence at birth,N/A
Morphological anomaly,931,Isolated acheiropodia,Point prevalence,N/A
Malformation syndrome,1541,"Craniosynostosis, Boston type",Cases/families,N/A
Malformation syndrome,1541,"Craniosynostosis, Boston type",Point prevalence,N/A
Disease,2297,Insulin-resistance syndrome type A,Point prevalence,N/A
Disease,209335,Autosomal dominant adult-onset proximal spinal muscular atrophy,Point prevalence,N/A
Malformation syndrome,921,Abruzzo-Erickson syndrome,Cases/families,N/A
Malformation syndrome,921,Abruzzo-Erickson syndrome,Point prevalence,N/A
Malformation syndrome,3167,Siegler-Brewer-Carey syndrome,Cases/families,N/A
Malformation syndrome,3167,Siegler-Brewer-Carey syndrome,Point prevalence,N/A
Malformation syndrome,1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Cases/families,N/A
Malformation syndrome,1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Point prevalence,N/A
Malformation syndrome,2547,Microphthalmia-microtia-fetal akinesia syndrome,Point prevalence,N/A
Malformation syndrome,2547,Microphthalmia-microtia-fetal akinesia syndrome,Cases/families,N/A
Malformation syndrome,1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome,Cases/families,N/A
Malformation syndrome,1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome,Point prevalence,N/A
Malformation syndrome,3074,Intellectual disability-short stature-hypertelorism syndrome,Cases/families,N/A
Malformation syndrome,3074,Intellectual disability-short stature-hypertelorism syndrome,Point prevalence,N/A
Malformation syndrome,210110,Intermediate osteopetrosis,Point prevalence,N/A
Malformation syndrome,3405,Umbilical cord ulceration-intestinal atresia syndrome,Cases/families,N/A
Malformation syndrome,3405,Umbilical cord ulceration-intestinal atresia syndrome,Point prevalence,N/A
Disease,210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Cases/families,N/A
Disease,210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Point prevalence,N/A
Disease,1884,Ectopia lentis-chorioretinal dystrophy-myopia syndrome,Cases/families,N/A
Disease,1884,Ectopia lentis-chorioretinal dystrophy-myopia syndrome,Point prevalence,N/A
Disease,939,3-hydroxyisobutyric aciduria,Cases/families,N/A
Disease,939,3-hydroxyisobutyric aciduria,Point prevalence,N/A
Disease,209989,Non-papillary transitional cell carcinoma of the bladder,Point prevalence,N/A
Disease,935,Short-limb skeletal dysplasia with severe combined immunodeficiency,Cases/families,N/A
Disease,935,Short-limb skeletal dysplasia with severe combined immunodeficiency,Point prevalence,N/A
Disease,210133,Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,Cases/families,N/A
Disease,210133,Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,Point prevalence,N/A
Disease,37,Acrodermatitis enteropathica,Prevalence at birth,N/A
Disease,37,Acrodermatitis enteropathica,Point prevalence,N/A
Disease,37,Acrodermatitis enteropathica,Point prevalence,N/A
Disease,210122,Congenital alveolar capillary dysplasia,Prevalence at birth,N/A
Disease,210122,Congenital alveolar capillary dysplasia,Cases/families,N/A
Disease,210122,Congenital alveolar capillary dysplasia,Point prevalence,N/A
Malformation syndrome,949,Acrocraniofacial dysostosis,Cases/families,N/A
Malformation syndrome,949,Acrocraniofacial dysostosis,Point prevalence,N/A
Malformation syndrome,2254,Pontocerebellar hypoplasia type 1,Cases/families,N/A
Malformation syndrome,2254,Pontocerebellar hypoplasia type 1,Point prevalence,N/A
Malformation syndrome,957,Acropectorovertebral dysplasia,Cases/families,N/A
Malformation syndrome,957,Acropectorovertebral dysplasia,Point prevalence,N/A
Disease,209964,Solitary rectal ulcer syndrome,Annual incidence,N/A
Disease,209964,Solitary rectal ulcer syndrome,Point prevalence,N/A
Malformation syndrome,955,Hajdu-Cheney syndrome,Cases/families,N/A
Malformation syndrome,955,Hajdu-Cheney syndrome,Point prevalence,N/A
Disease,209956,Idiopathic uveal effusion syndrome,Point prevalence,N/A
Malformation syndrome,1713,17p11.2 microduplication syndrome,Cases/families,N/A
Malformation syndrome,1713,17p11.2 microduplication syndrome,Point prevalence,N/A
Disease,209967,Episodic ataxia type 6,Cases/families,N/A
Disease,209967,Episodic ataxia type 6,Point prevalence,N/A
Malformation syndrome,1742,Trisomy 5p syndrome,Cases/families,N/A
Malformation syndrome,1742,Trisomy 5p syndrome,Point prevalence,N/A
Disease,2795,Fowler urethral sphincter dysfunction syndrome,Cases/families,N/A
Disease,2795,Fowler urethral sphincter dysfunction syndrome,Point prevalence,N/A
Malformation syndrome,1752,Trisomy 8q syndrome,Cases/families,N/A
Malformation syndrome,1752,Trisomy 8q syndrome,Point prevalence,N/A
Disease,209905,Brain-lung-thyroid syndrome,Cases/families,N/A
Disease,209905,Brain-lung-thyroid syndrome,Point prevalence,N/A
Disease,1878,TRIM32-related limb-girdle muscular dystrophy R8,Point prevalence,N/A
Disease,2666,Adult familial nephronophthisis-spastic quadriparesia syndrome,Cases/families,N/A
Disease,2666,Adult familial nephronophthisis-spastic quadriparesia syndrome,Point prevalence,N/A
Malformation syndrome,1948,Epilepsy-microcephaly-skeletal dysplasia syndrome,Cases/families,N/A
Malformation syndrome,1948,Epilepsy-microcephaly-skeletal dysplasia syndrome,Point prevalence,N/A
Disease,209932,Cone dystrophy with supernormal rod response,Cases/families,N/A
Disease,209932,Cone dystrophy with supernormal rod response,Point prevalence,N/A
Disease,209919,Idiopathic copper-associated cirrhosis,Point prevalence,N/A
Disease,381,Griscelli syndrome,Cases/families,N/A
Disease,381,Griscelli syndrome,Point prevalence,N/A
Malformation syndrome,2519,Microcephaly-seizures-intellectual disability-heart disease syndrome,Cases/families,N/A
Malformation syndrome,2519,Microcephaly-seizures-intellectual disability-heart disease syndrome,Point prevalence,N/A
Disease,156,Carnitine palmitoyl transferase 1A deficiency,Cases/families,N/A
Disease,156,Carnitine palmitoyl transferase 1A deficiency,Point prevalence,N/A
Disease,156,Carnitine palmitoyl transferase 1A deficiency,Prevalence at birth,N/A
Disease,156,Carnitine palmitoyl transferase 1A deficiency,Prevalence at birth,N/A
Disease,209867,Autosomal dominant rhegmatogenous retinal detachment,Cases/families,N/A
Disease,209867,Autosomal dominant rhegmatogenous retinal detachment,Point prevalence,N/A
Disease,2598,Mitochondrial myopathy and sideroblastic anemia,Cases/families,N/A
Disease,2598,Mitochondrial myopathy and sideroblastic anemia,Point prevalence,N/A
Disease,3286,Catecholaminergic polymorphic ventricular tachycardia,Point prevalence,N/A
Clinical syndrome,210272,Mal de débarquement,Point prevalence,N/A
Morphological anomaly,1053,Vein of Galen aneurysmal malformation,Point prevalence,N/A
Disease,210159,Adult hepatocellular carcinoma,Annual incidence,N/A
Disease,1040,Metaphyseal anadysplasia,Cases/families,N/A
Disease,1040,Metaphyseal anadysplasia,Point prevalence,N/A
Malformation syndrome,1041,Hydrops fetalis,Prevalence at birth,N/A
Malformation syndrome,1041,Hydrops fetalis,Prevalence at birth,N/A
Malformation syndrome,1041,Hydrops fetalis,Prevalence at birth,N/A
Malformation syndrome,1041,Hydrops fetalis,Point prevalence,N/A
Disease,3240,Early-onset progressive leukoencephalopathy-central nervous system calcification-deafness-visual impairment syndrome,Cases/families,N/A
Disease,3240,Early-onset progressive leukoencephalopathy-central nervous system calcification-deafness-visual impairment syndrome,Point prevalence,N/A
Disease,210141,Inherited congenital spastic tetraplegia,Cases/families,N/A
Disease,210141,Inherited congenital spastic tetraplegia,Point prevalence,N/A
Malformation syndrome,1126,Aprosencephaly cerebellar dysgenesis,Cases/families,N/A
Malformation syndrome,1126,Aprosencephaly cerebellar dysgenesis,Point prevalence,N/A
Disease,1546,Cryptococcosis,Annual incidence,N/A
Disease,1546,Cryptococcosis,Point prevalence,N/A
Malformation syndrome,1121,Radial deficiency-tibial hypoplasia syndrome,Point prevalence,N/A
Disease,210584,Spindle cell hemangioma,Annual incidence,N/A
Disease,210584,Spindle cell hemangioma,Point prevalence,N/A
Malformation syndrome,1122,Ulnar hypoplasia-split foot syndrome,Point prevalence,N/A
Malformation syndrome,1122,Ulnar hypoplasia-split foot syndrome,Cases/families,N/A
Disease,1116,Aplasia cutis congenita-intestinal lymphangiectasia syndrome,Cases/families,N/A
